address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan 
"9 /
 95 Kara Sound
New Randyton, TAS, 2846",2019-06-09 16:22:10,8a7809bd-25e6-435b-ba90-be41008d1ead,1,Acreage,200000,6,6,1,New,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2019-06-09 16:22:10,
"Apt. 593
 143 Anthony Pass
Danielmouth, ACT, 4646",2019-06-09 16:22:10,d5b6bf0a-f244-4374-b715-bcb8cf0609c7,1,Villa,820000,13,12,3,New,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,2019-06-09 16:22:10,
"765 /
 907 Mcclure Circlet
Keithland, QLD, 1106",2019-06-09 16:22:10,1a86c5e9-8ce2-4939-9480-d90d0306f77e,1,Acreage,730000,19,19,1,Established,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2019-06-09 16:22:10,
"Level 4
 9 Cox Laneway
Kimberlyfurt, SA, 6741",2019-06-09 16:22:10,88fb1519-644c-4765-bc50-9896ba20fe47,1,Retirement Living,200000,12,3,7,New,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2019-06-09 16:22:10,
"Unit 31
 0 William Highroad
Pughmouth, VIC, 2681",2019-06-09 16:22:10,92ed5cea-6ba4-4b06-9501-e45f46f712a0,1,Townhouse,190000,6,1,1,Established,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,2019-06-09 16:22:10,
"Level 8
 1 Trevino Quays
Stoneville, NSW, 8299",2019-06-09 16:22:10,f190fa36-1542-4982-9d99-d872aa00a2fe,1,Villa,985000,14,1,9,New,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2019-06-09 16:22:10,
"Flat 64
 648 Cheryl Artery
Mitchellberg, WA, 2619",2019-06-09 16:22:10,c9bf500c-6a13-4ffd-a054-a42413593536,1,Block Of Units,650000,16,19,8,Established,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,2019-06-09 16:22:10,
"27 /
 0 Burns Track
Mckeeton, SA, 2630",2019-06-09 16:22:10,1fa93c2c-185d-44ab-b30e-4df70e134403,1,Acreage,805000,16,10,7,New,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,2019-06-09 16:22:10,
"Level 2
 30 Trujillo Ramp
Mercedesfurt, QLD, 2728",2019-06-09 16:22:10,f276ff63-34fe-48eb-9512-3f2ea7c633e6,1,Apartment_Unit,235000,14,18,7,New,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,2019-06-09 16:22:10,
"Apt. 136
 307 Alexander Grove
Lake Jessicaville, NSW, 2949",2019-06-09 16:22:10,b87b04ff-b66f-461e-8e36-4cad57524488,1,Acreage,955000,18,19,2,New,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,2019-06-09 16:22:10,
"8 Walker Motorway
South Lisa, WA, 2919",2019-06-09 16:22:10,4865881d-f68a-44b4-bbe0-c592b3948617,1,Rural,600000,18,13,5,New,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,2019-06-09 16:22:10,
"Suite 637
 423 Hanson Byway
West David, SA, 2960",2019-06-09 16:22:10,dfe94d7d-3329-4b8b-80a0-91ceb88fc509,1,Retirement Living,630000,3,13,8,New,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2019-06-09 16:22:10,
"45 Suarez Ring
St. Carlosmouth, QLD, 2619",2019-06-09 16:22:10,11bdcac7-ba1b-40c2-91a4-17e8c05b909a,1,Block Of Units,850000,4,15,2,New,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2019-06-09 16:22:10,
"742 /
 565 Robert Cruiseway
North Benjamin, ACT, 0917",2019-06-09 16:22:10,529ae563-5147-4749-b6bc-6569724154c1,1,Villa,225000,6,13,9,New,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,2019-06-09 16:22:10,
"04 /
 5 Kevin Motorway
Lake Kara, ACT, 2926",2019-06-09 16:22:10,58b5726e-fde0-4847-b4d4-7954e15ef801,1,Acreage,400000,18,2,4,Established,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,2019-06-09 16:22:10,
"0 Kane Causeway
East Darleneton, WA, 2624",2019-06-09 16:22:10,f215f72f-de16-4272-9ccd-40667a317dbd,1,Land,50000,3,15,6,New,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,2019-06-09 16:22:10,
"10 Mclaughlin Arcade
Jacksonstad, NT, 2689",2019-06-09 16:22:10,2553d828-b1bf-4b2b-bfd0-5402bcc0878d,1,Land,260000,18,19,7,Established,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,2019-06-09 16:22:10,
"Flat 44
 27 Angela Strand
North Christopher, TAS, 2664",2019-06-09 16:22:10,ec585e29-ea56-44e6-a946-849c1a15c92f,1,Land,135000,12,9,3,Established,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,2019-06-09 16:22:10,
"Level 4
 9 Young Avenue
Jamesville, NSW, 2616",2019-06-09 16:22:10,baccb666-2483-4a74-b51b-36e61f266adf,1,Block Of Units,255000,13,9,1,New,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,2019-06-09 16:22:10,
"239 John Road
Rodriguezbury, VIC, 0955",2019-06-09 16:22:10,1cc69efe-6e15-457c-8259-ca3df2a13f50,1,Villa,250000,18,8,4,New,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,2019-06-09 16:22:10,
"73 John Fire Track
East Rickyberg, NSW, 2960",2019-06-09 16:22:10,26084db1-cb36-4769-8dc2-ab29ece4a635,1,Acreage,115000,14,2,6,New,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2019-06-09 16:22:10,
"Suite 768
 654 Jose Gap
East Kellyshire, NSW, 2312",2019-06-09 16:22:10,1bba851f-6a4a-4923-b526-a2e6a9eddcc5,1,Rural,100000,17,6,1,Established,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,2019-06-09 16:22:10,
"Suite 600
 4 Kevin River
Cooperside, TAS, 3287",2019-06-09 16:22:10,6d101119-ea48-4fb1-bcb2-94526dd8959d,1,Land,255000,15,10,3,New,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,2019-06-09 16:22:10,
"Level 9
 420 Katelyn Tarn
Heathermouth, WA, 2652",2019-06-09 16:22:10,b04be777-c0ed-46ac-a9a5-be4f23465187,1,Land,780000,9,12,9,Established,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,2019-06-09 16:22:10,
"37 Sharon Common
Port Annemouth, VIC, 2952",2019-06-09 16:22:10,9fc5d150-44e3-494d-b3cc-2bd29330a382,1,Acreage,870000,13,10,7,Established,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,2019-06-09 16:22:10,
"Apt. 922
 609 White Arcade
Thomasville, NSW, 2996",2019-06-09 16:22:10,253aad48-cd45-484c-aac5-672a7f241b5e,1,Villa,570000,5,11,2,Established,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,2019-06-09 16:22:10,
"Apt. 359
 692 Allen Mew
Port Jeffrey, NSW, 2923",2019-06-09 16:22:10,e5370a28-c698-45b4-9e99-84255abb7123,1,House,385000,13,1,7,New,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2019-06-09 16:22:10,
"0 Moon Walk
St. Sandra, QLD, 2929",2019-06-09 16:22:10,741e5f85-e46e-44f5-a968-a5599a9bcdb3,1,House,245000,18,11,9,New,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2019-06-09 16:22:10,
"739 /
 6 Jenny Amble
Richardview, ACT, 7452",2019-06-09 16:22:10,06a3cc74-71f4-4d0b-91d0-0968790a16e3,1,Block Of Units,295000,7,10,7,New,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,2019-06-09 16:22:10,
"Flat 07
 597 Preston River
North Dorothyborough, WA, 2292",2019-06-09 16:22:10,cbbc0148-2095-4310-9430-c768e0678061,1,Apartment_Unit,560000,10,8,3,New,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,2019-06-09 16:22:10,
"372 Mack Bypass
Garyville, TAS, 2100",2019-06-09 16:22:10,5e46a945-6952-4f71-943f-8007ea822a7c,1,Block Of Units,295000,3,9,6,Established,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,2019-06-09 16:22:10,
"375 /
 054 Gary Dell
Port James, ACT, 4532",2019-06-09 16:22:10,31a7d9e1-97de-48a0-a883-81a69d9b427c,1,Block Of Units,655000,6,13,3,New,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,2019-06-09 16:22:10,
"Unit 85
 2 Matthew Turn
Davidland, WA, 2971",2019-06-09 16:22:10,816db380-eb86-491f-8c4a-ab54a802ae11,1,Retirement Living,605000,2,2,2,New,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2019-06-09 16:22:10,
"3 /
 370 Wilson Brow
East Bethanyport, NSW, 2671",2019-06-09 16:22:10,da7be518-98c2-42e2-a031-cf75e683fa28,1,Apartment_Unit,885000,3,10,6,New,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2019-06-09 16:22:10,
"270 /
 12 Horton Tor
New Francesside, WA, 2920",2019-06-09 16:22:10,31c7e77d-3df4-4c5c-8470-f960da0c9574,1,Villa,765000,3,17,5,Established,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2019-06-09 16:22:10,
"0 /
 09 Bond Quays
North Anthony, WA, 0248",2019-06-09 16:22:10,0264cdbd-0238-4354-95d7-f7702f9dc270,1,Block Of Units,550000,19,5,8,Established,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,2019-06-09 16:22:10,
"67 Peter Formation
Stevenberg, SA, 2237",2019-06-09 16:22:10,4ab65b9c-be0d-4ba3-bf18-e5c3f82433b0,1,House,875000,13,1,1,Established,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,2019-06-09 16:22:10,
"913 Joseph Anchorage
Port Robert, VIC, 2203",2019-06-09 16:22:10,6796a783-5ebe-40ee-8779-38775b4b1b75,1,Apartment_Unit,645000,4,13,8,New,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2019-06-09 16:22:10,
"1 Smith Vista
North Taylorchester, TAS, 8049",2019-06-09 16:22:10,ce29551e-20a7-48db-ade0-9ac23acd94de,1,Block Of Units,800000,13,13,6,Established,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2019-06-09 16:22:10,
"8 Mclean Gardens
Josemouth, WA, 2139",2019-06-09 16:22:10,ae1e75d8-9cd8-499b-8901-ceb6fb1cca4a,1,Block Of Units,105000,14,17,2,New,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2019-06-09 16:22:10,
"945 Kelsey Heights
Jesuschester, VIC, 2930",2019-06-09 16:22:10,d181f93c-da98-4fd7-ae69-ca4bf71dc9dc,1,Rural,830000,3,6,4,Established,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2019-06-09 16:22:10,
"91 Dodson Top
Wrightstad, NT, 2917",2019-06-09 16:22:10,43fecc46-1cbb-442b-9be2-d41d196b83e4,1,Retirement Living,370000,13,5,2,New,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,2019-06-09 16:22:10,
"Apt. 183
 323 Morrison Courtyard
North Tonyaport, NSW, 2601",2019-06-09 16:22:10,97220ffd-80a0-43da-b501-505318a61114,1,Block Of Units,840000,6,1,8,Established,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,2019-06-09 16:22:10,
"Apt. 702
 72 Jennings Triangle
Taylorview, WA, 4292",2019-06-09 16:22:10,24610597-97a6-4608-8bd9-850dd88505ca,1,House,605000,5,1,6,Established,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,2019-06-09 16:22:10,
"6 Burgess Terrace
Birdfort, VIC, 2915",2019-06-09 16:22:10,73316719-f280-4ac3-a2a8-d240e75dadcc,1,Villa,350000,5,17,9,New,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,2019-06-09 16:22:10,
"03 /
 57 Joseph Key
Ryanmouth, NT, 8654",2019-06-09 16:22:10,b6920ad1-0c97-49f2-bdf1-cebedb2d9640,1,Acreage,475000,2,1,2,New,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,2019-06-09 16:22:10,
"2 /
 0 Teresa Edge
Schmidtville, NSW, 2274",2019-06-09 16:22:10,bcd553e6-046d-429e-b182-fd14cfebffcf,1,Apartment_Unit,295000,16,16,8,Established,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2019-06-09 16:22:10,
"126 Lewis Garden
Soniamouth, NT, 2920",2019-06-09 16:22:10,88e16153-0805-42fd-a6da-a54addd6eea9,1,Acreage,105000,17,9,7,New,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,2019-06-09 16:22:10,
"Unit 58
 0 Eduardo Freeway
Jonesview, NT, 2619",2019-06-09 16:22:10,05a86954-6030-4d31-a53b-a74fdae77ed1,1,House,710000,13,19,8,Established,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,2019-06-09 16:22:10,
"8 /
 8 Kelly Byway
Garcialand, NT, 5611",2019-06-09 16:22:10,a6f00578-5df8-4fcb-8cfd-ff0095260ace,1,Land,450000,13,9,4,New,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,2019-06-09 16:22:10,
"69 King Parade
East Stacymouth, NT, 2904",2019-06-09 16:22:10,3a039578-685e-488c-bea7-ce9882290491,1,Villa,770000,1,2,8,Established,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2019-06-09 16:22:10,
"0 Wilson Tollway
St. Lynnfurt, VIC, 9378",2019-06-09 16:22:10,31f1f9fa-057f-4899-8e26-f65cd1b4bc6a,1,Acreage,550000,7,3,3,Established,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,2019-06-09 16:22:10,
"598 /
 903 Mccormick Key
South Natasha, WA, 2105",2019-06-09 16:22:10,789e8dd2-e90b-4337-8403-f315b0dbbda7,1,Apartment_Unit,145000,1,9,8,Established,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2019-06-09 16:22:10,
"00 /
 4 Ryan Rise
Thomasland, NSW, 2729",2019-06-09 16:22:10,0d8a3824-c747-471a-8308-cef5207996d6,1,Rural,610000,1,17,2,New,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,2019-06-09 16:22:10,
"Unit 74
 647 Virginia Riverway
Sandovalfort, QLD, 2941",2019-06-09 16:22:10,e0ce3e80-e5d1-4855-b3c3-59f4393a9d8a,1,Apartment_Unit,405000,17,10,7,New,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,2019-06-09 16:22:10,
"239 Janet Thoroughfare
Daniellebury, SA, 2657",2019-06-09 16:22:10,ef42613f-2a9a-4879-adf6-9db925942b8f,1,Acreage,80000,5,9,7,Established,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2019-06-09 16:22:10,
"20 Justin Alleyway
Lake Kennethfort, SA, 2675",2019-06-09 16:22:10,ba84b846-4420-4ff5-bc4d-852dfd6716ab,1,Acreage,155000,12,14,5,New,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,2019-06-09 16:22:10,
"Unit 75
 9 Lorraine Pathway
Williamside, SA, 2436",2019-06-09 16:22:10,88717e81-8084-410a-a001-ff05d0aec2ec,1,Townhouse,695000,6,10,9,Established,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2019-06-09 16:22:10,
"2 Mckee Street
Robinport, TAS, 4277",2019-06-09 16:22:10,982cb19e-2726-42d3-8b8f-5b9fc957ac65,1,Townhouse,765000,7,7,5,New,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2019-06-09 16:22:10,
"535 /
 3 David Reserve
St. Kevinfurt, SA, 2037",2019-06-09 16:22:10,17a3f760-ae2a-45bf-9c4d-c9eb20a4862d,1,Retirement Living,245000,17,12,1,Established,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,2019-06-09 16:22:10,
"652 Carlos Stairs
Martinezton, NT, 0843",2019-06-09 16:22:10,12e94808-d194-42e1-a557-eedb6d519d82,1,House,490000,1,16,9,New,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,2019-06-09 16:22:10,
"00 Ray Glade
Aaronfurt, ACT, 2374",2019-06-09 16:22:10,2033c7bf-c30c-46ac-ad37-8e5118bcaab6,1,Retirement Living,90000,16,16,8,Established,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"Suite 879
 764 Donaldson Deviation
New Jackson, NT, 2637",2019-06-09 16:22:10,4f2a11ef-391d-4261-bf23-a8daf7cecbc0,1,Rural,805000,2,19,8,New,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,2019-06-09 16:22:10,
"4 Hannah Alley
Gonzalezfurt, WA, 2194",2019-06-09 16:22:10,c82e78b7-09ec-4934-a2be-cd99fd45c01c,1,Land,895000,10,10,5,Established,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,2019-06-09 16:22:10,
"42 /
 780 Wood Courtyard
East Linda, NT, 2936",2019-06-09 16:22:10,11dcae16-e597-4cfe-892d-4fb436d0acd3,1,Rural,215000,13,7,2,New,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,2019-06-09 16:22:10,
"Level 8
 730 Mark Circuit
Michelefort, WA, 2950",2019-06-09 16:22:10,4622ea20-b565-40ad-83ac-d8977e0ead94,1,Block Of Units,295000,13,19,4,Established,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,2019-06-09 16:22:10,
"8 /
 294 Morgan Strand
South Laurenshire, TAS, 2638",2019-06-09 16:22:10,fdb0f114-b0d2-4c55-9217-f3867a17af4c,1,Retirement Living,745000,1,15,4,Established,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,2019-06-09 16:22:10,
"Apt. 472
 5 Adams Route
Torresborough, WA, 2909",2019-06-09 16:22:10,1d92116f-a314-4d70-9b1d-eb43cdd496e6,1,Villa,940000,6,7,3,Established,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,2019-06-09 16:22:10,
"6 Hunter Avenue
East Melanieshire, ACT, 6618",2019-06-09 16:22:10,ac13c260-49bc-4b01-b076-74e62770322f,1,Acreage,265000,4,9,4,New,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,2019-06-09 16:22:11,
"Suite 492
 7 Haney Vale
Port Brett, VIC, 3745",2019-06-09 16:22:11,2f04032b-3122-42ab-8e7a-215c2d3e8659,1,Block Of Units,780000,6,19,3,New,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2019-06-09 16:22:11,
"11 /
 647 Tanner Fire Track
South Davidfort, NSW, 9235",2019-06-09 16:22:11,8e4778d0-c15b-431a-8852-1e2bde7d8ba6,1,Acreage,885000,12,11,1,Established,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,2019-06-09 16:22:11,
"Unit 79
 14 White Copse
South Brendan, NSW, 2491",2019-06-09 16:22:11,778ca282-e27a-4178-8aa5-6d13754c5589,1,Land,135000,4,14,5,New,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,2019-06-09 16:22:11,
"6 Peters Fairway
Burkeport, WA, 2694",2019-06-09 16:22:11,f4c2c178-1856-4e53-b842-f790931bb7a1,1,Block Of Units,960000,14,13,8,New,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,2019-06-09 16:22:11,
"3 /
 12 Reynolds Beach
West Christine, SA, 3096",2019-06-09 16:22:11,4c487ef9-7b53-4ef3-87b3-fb61b6b29d09,1,House,630000,8,10,2,New,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,2019-06-09 16:22:11,
"Unit 93
 4 Henderson Quadrangle
North Stephanie, NT, 7547",2019-06-09 16:22:11,b97f0944-1567-4255-af98-aa8351679423,1,Block Of Units,150000,15,15,1,New,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,2019-06-09 16:22:11,
"557 /
 30 Palmer Foreshore
North Kimberlytown, NSW, 2696",2019-06-09 16:22:11,83472b1e-e214-44bb-bde5-1157a0a35df5,1,Block Of Units,490000,4,8,4,New,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,2019-06-09 16:22:11,
"3 Hamilton Laneway
Hubbardshire, ACT, 2920",2019-06-09 16:22:11,b2ecb1fc-f817-4b2e-a6c4-d4ede827998e,1,Land,850000,5,9,3,Established,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2019-06-09 16:22:11,
"0 /
 5 Avila Vista
Garciaside, VIC, 2927",2019-06-09 16:22:11,e47c8061-9f06-4126-ab28-16405dba21da,1,Apartment_Unit,530000,18,7,7,New,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,2019-06-09 16:22:11,
"Unit 33
 31 Nicolas Square
Amandahaven, NT, 2685",2019-06-09 16:22:11,4370350c-88e0-4c50-8e49-50c0f83cb8e8,1,Townhouse,435000,4,2,6,Established,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2019-06-09 16:22:11,
"Unit 46
 966 Gardner Upper
New Lauren, VIC, 2920",2019-06-09 16:22:11,4832c608-a349-4beb-9a9a-4ee86c9a58bb,1,Retirement Living,475000,15,13,8,Established,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2019-06-09 16:22:11,
"7 /
 0 Nicole Upper
Lake Brandonmouth, WA, 9899",2019-06-09 16:22:11,4b3752b8-4978-4604-b014-cceff3eac3f3,1,Apartment_Unit,900000,10,3,6,New,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,2019-06-09 16:22:11,
"Suite 923
 780 Jesse Access
Lake Justinmouth, VIC, 2293",2019-06-09 16:22:11,5fe9684a-cd2d-45bc-95c0-4eef8e84101d,1,Rural,625000,4,16,1,Established,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,2019-06-09 16:22:11,
"12 Vanessa Mews
Wilsonburgh, SA, 2251",2019-06-09 16:22:11,bd282990-84fe-475e-b300-2ba0724a6dd5,1,Land,610000,4,4,6,New,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,2019-06-09 16:22:11,
"Suite 516
 463 Jimenez Cruiseway
Pereztown, WA, 2927",2019-06-09 16:22:11,6ccab5f9-8007-4a23-9418-b03f396c61ed,1,Rural,610000,18,7,6,Established,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2019-06-09 16:22:11,
"Flat 50
 6 Stark Lees
Jefferyshire, WA, 2402",2019-06-09 16:22:11,bacfcf57-7197-4659-9763-1bb3f8676ab5,1,Acreage,890000,13,12,6,Established,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,2019-06-09 16:22:11,
"Apt. 007
 4 Berry Pass
Amandaport, VIC, 2412",2019-06-09 16:22:11,54833bee-90e8-4809-ace6-a33172aa1747,1,Retirement Living,295000,10,1,2,New,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2019-06-09 16:22:11,
"679 Ross Freeway
Clarkmouth, NSW, 2633",2019-06-09 16:22:11,f3f3eef2-cf5c-4dd6-b8a9-3ac5d9f08b63,1,Townhouse,475000,1,14,7,New,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2019-06-09 16:22:11,
"73 Carroll Distributor
Youngside, SA, 2984",2019-06-09 16:22:11,ffe43557-1836-4efd-9cf5-76e70b18a109,1,Townhouse,655000,8,11,9,Established,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,2019-06-09 16:22:11,
"634 Michelle Road
North Jenniferfurt, ACT, 6398",2019-06-09 16:22:11,ceb2d1ca-1e45-4b98-b83a-5644cc3629ac,1,Acreage,440000,11,7,3,Established,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,2019-06-09 16:22:11,
